Year,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),Tariffs on Imports (US$ Thousand),Trade Deficit (US$ Thousand)
1994,Intermediate goods,2320104.71,2576611.75,24.98,6.23,0.65,3.44,12.83,,,,,,,,,,,,,,,,,,,,,,,,,,256507.04000000004
1994,Mach and Elec,2839639.42,9250661.38,30.58,22.37,0.9,7.79,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,6411021.960000001
1994,Metals,334884.55,1393696.99,3.61,3.37,0.34,-10.45,-5.57,,,,,,,,,,,,,,,,,,,,,,,,,,1058812.44
1994,Minerals,7837.25,142953.31,0.08,0.35,0.08,5.61,-35.32,,,,,,,,,,,,,,,,,,,,,,,,,,135116.06
1994,Miscellaneous,567131.05,9305372.55,6.11,22.51,1.28,3.91,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,8738241.5
1994,Plastic or Rubber,195755.27,1561703.37,2.11,3.78,0.79,11.81,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,1365948.1
1994,Raw materials,1224590.54,982733.05,13.19,2.38,1.41,5.58,24.71,,,,,,,,,,,,,,,,,,,,,,,,,,-241857.49
1994,Stone and Glass,48000.05,872307.24,0.52,2.11,0.91,9.37,20.95,,,,,,,,,,,,,,,,,,,,,,,,,,824307.19
1994,Textiles and Clothing,799561.42,6480198.43,8.61,15.67,0.56,15.32,94.61,,,,,,,,,,,,,,,,,,,,,,,,,,5680637.01
1994,Transportation,2253800.5,486964.89,24.27,1.18,2.79,6.24,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,-1766835.6099999999
1994,Vegetable,325794.07,205695.68,3.51,0.5,1.1,38.51,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,-120098.39000000001
1994,Wood,311247.83,689485.78,3.35,1.67,1.23,8.93,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,378237.95
1995,All Products,11748110.34,48505589.76,100.0,100.0,1.0,6.89,7.71,5.35,6.6,7028.0,71.46,16.24,2.87,9.43,151.1,0.0,835297.91,39787940.64,8337670.62,5.35,6.6,7028.0,71.46,16.24,2.87,9.43,151.1,0.0,835297.91,39787940.64,8337670.62,28432462.381343998,36757479.42
1995,Animal,131057.29,409399.1,1.12,0.84,1.68,2.95,12.11,1.41,0.34,98.0,27.55,56.12,1.02,15.31,15.0,0.0,2985.83,164040.72,245358.38,1.41,0.34,98.0,27.55,56.12,1.02,15.31,15.0,0.0,2985.83,164040.72,245358.38,45193.218360000006,278341.81
1995,Capital goods,4930070.55,8372687.66,41.96,17.26,1.05,1.83,-8.27,3.37,2.9,1273.0,82.4,16.5,0.79,0.31,25.0,0.0,12429.58,7100002.69,1272684.98,3.37,2.9,1273.0,82.4,16.5,0.79,0.31,25.0,0.0,12429.58,7100002.69,1272684.98,5850402.216560001,3442617.1100000003
1995,Chemicals,1704673.04,980465.45,14.51,2.02,1.7,22.32,22.11,4.04,3.72,1121.0,64.59,26.49,0.09,8.83,64.65,0.0,397.55,713512.45,266953.01,4.04,3.72,1121.0,64.59,26.49,0.09,8.83,64.65,0.0,397.55,713512.45,266953.01,460857.69145499996,-724207.5900000001
1995,Consumer goods,676019.08,35264415.32,5.75,72.7,0.67,16.55,11.67,6.75,7.89,2890.0,74.78,9.93,4.39,10.9,151.1,0.0,439967.1,30084841.28,5180279.35,6.75,7.89,2890.0,74.78,9.93,4.39,10.9,151.1,0.0,439967.1,30084841.28,5180279.35,22497444.309184,34588396.24
1995,Food Products,48192.16,249901.84,0.41,0.52,0.68,36.26,70.53,10.72,9.46,459.0,47.28,8.93,3.92,39.87,151.1,0.0,14761.46,220919.28,28982.56,10.72,9.46,459.0,47.28,8.93,3.92,39.87,151.1,0.0,14761.46,220919.28,28982.56,104450.635584,201709.68
1995,Footwear,9572.75,7160398.35,0.08,14.76,0.38,-0.32,51.42,10.99,16.77,167.0,79.04,3.59,4.79,12.57,69.44,0.0,26009.75,7160398.44,0.0,10.99,16.77,167.0,79.04,3.59,4.79,12.57,69.44,0.0,26009.75,7160398.44,0.0,5659578.926976001,7150825.6
1995,Fuels,27349.21,494072.99,0.23,1.02,0.17,12.75,-20.53,0.8,0.04,24.0,8.33,45.83,41.67,4.17,13.71,0.0,346176.8,346176.8,147896.21,0.8,0.04,24.0,8.33,45.83,41.67,4.17,13.71,0.0,346176.8,346176.8,147896.21,28836.527439999998,466723.77999999997
1995,Hides and Skins,115479.01,2716104.57,0.98,5.6,0.81,5.09,15.04,6.09,9.54,126.0,87.3,11.11,0.79,0.79,25.0,0.0,105330.34,2715980.97,123.49,6.09,9.54,126.0,87.3,11.11,0.79,0.79,25.0,0.0,105330.34,2715980.97,123.49,2371051.38681,2600625.56
1995,Intermediate goods,3383341.1,3374342.67,28.8,6.96,0.79,7.67,19.77,5.7,3.48,2438.0,69.85,19.24,2.38,8.53,104.84,0.0,34059.43,1805064.37,1569278.31,5.7,3.48,2438.0,69.85,19.24,2.38,8.53,104.84,0.0,34059.43,1805064.37,1569278.31,1260837.462445,-8998.430000000168
1995,Mach and Elec,3460360.19,11971337.47,29.45,24.68,0.89,6.22,6.47,3.37,3.38,1068.0,83.99,15.36,0.37,0.28,22.57,0.0,6870.44,10796125.22,1175212.2,3.37,3.38,1068.0,83.99,15.36,0.37,0.28,22.57,0.0,6870.44,10796125.22,1175212.2,9067665.572278,8510977.280000001
1995,Metals,592144.04,1885895.31,5.04,3.89,0.54,-4.23,21.58,4.1,4.37,691.0,81.48,9.99,1.3,7.24,21.56,0.0,49620.01,1718454.21,167441.14,4.1,4.37,691.0,81.48,9.99,1.3,7.24,21.56,0.0,49620.01,1718454.21,167441.14,1400196.490308,1293751.27
1995,Minerals,39320.04,210743.15,0.33,0.43,0.14,18.52,60.95,0.97,1.03,62.0,12.9,61.29,4.84,20.97,11.81,0.0,289.81,153377.74,57365.42,0.97,1.03,62.0,12.9,61.29,4.84,20.97,11.81,0.0,289.81,153377.74,57365.42,19785.72846,171423.11
1995,Miscellaneous,738210.72,11584315.18,6.28,23.88,1.31,10.02,12.15,4.53,2.17,798.0,68.67,11.03,17.42,2.88,32.0,0.0,274322.19,5195044.85,6009293.14,4.53,2.17,798.0,68.67,11.03,17.42,2.88,32.0,0.0,274322.19,5195044.85,6009293.14,3567437.2984949998,10846104.459999999
1995,Plastic or Rubber,365936.57,1922043.02,3.11,3.96,0.74,13.86,11.04,4.42,4.24,262.0,79.77,15.65,0.0,4.58,15.0,0.0,0.0,1901039.76,21003.29,4.42,4.24,262.0,79.77,15.65,0.0,4.58,15.0,0.0,0.0,1901039.76,21003.29,1516459.416552,1556106.45
1995,Raw materials,2591311.57,1113460.29,22.06,2.3,2.0,25.39,50.7,2.29,1.15,427.0,25.53,40.98,1.64,31.85,128.26,0.0,348841.81,798032.31,315427.98,2.29,1.15,427.0,25.53,40.98,1.64,31.85,128.26,0.0,348841.81,798032.31,315427.98,203737.64874300003,-1477851.2799999998
1995,Stone and Glass,84765.04,1160069.55,0.72,2.39,0.99,7.8,12.97,5.54,6.89,317.0,79.5,15.77,0.63,4.1,38.3,0.0,1808.23,1142006.1,18063.42,5.54,6.89,317.0,79.5,15.77,0.63,4.1,38.3,0.0,1808.23,1142006.1,18063.42,907894.8495000001,1075304.51
1995,Textiles and Clothing,1093758.4,6122130.49,9.31,12.62,0.7,10.92,25.04,11.51,10.85,1048.0,89.6,3.44,0.57,6.39,42.97,0.0,6725.51,6100404.3,21726.13,11.51,10.85,1048.0,89.6,3.44,0.57,6.39,42.97,0.0,6725.51,6100404.3,21726.13,5465962.252799999,5028372.09
1995,Transportation,1360671.67,611948.2,11.58,1.26,1.72,-25.64,-41.17,3.12,4.53,172.0,70.93,29.07,0.0,0.0,25.0,0.0,0.0,555801.62,56146.61,3.12,4.53,172.0,70.93,29.07,0.0,0.0,25.0,0.0,0.0,555801.62,56146.61,394230.089066,-748723.47
1995,Vegetable,1610678.27,201525.84,13.71,0.42,2.49,40.09,112.77,3.96,2.79,337.0,31.16,25.52,0.0,43.32,104.84,0.0,0.0,155247.11,46278.73,3.96,2.79,337.0,31.16,25.52,0.0,43.32,104.84,0.0,0.0,155247.11,46278.73,48374.999476,-1409152.43
1995,Wood,365941.82,825237.93,3.11,1.7,1.25,6.91,8.61,2.35,4.01,278.0,60.07,34.17,0.0,5.76,18.0,0.0,0.0,749411.06,75826.89,2.35,4.01,278.0,60.07,34.17,0.0,5.76,18.0,0.0,0.0,749411.06,75826.89,450171.22374200006,459296.11000000004
1996,All Products,11977746.41,54396457.4,100.0,100.0,1.0,2.52,0.11,5.05,6.11,7280.0,71.73,15.89,2.98,9.4,350.0,0.0,985978.11,43921481.09,10049041.5,5.05,6.11,7280.0,71.73,15.89,2.98,9.4,350.0,0.0,985978.11,43921481.09,10049041.5,31504878.385857005,42418710.989999995
1996,Animal,175038.96,405539.42,1.46,0.75,2.16,4.93,16.09,1.37,0.35,96.0,27.08,57.29,1.04,14.58,15.0,0.0,3149.83,197168.07,208371.35,1.37,0.35,96.0,27.08,57.29,1.04,14.58,15.0,0.0,3149.83,197168.07,208371.35,53393.113356,230500.46
1996,Capital goods,5691614.34,9689553.7,47.52,17.81,1.19,2.1,5.9,3.02,2.4,1312.0,82.93,15.78,0.84,0.46,25.0,0.0,12957.36,7904916.15,1784657.01,3.02,2.4,1312.0,82.93,15.78,0.84,0.46,25.0,0.0,12957.36,7904916.15,1784657.01,6555546.963195001,3997939.3599999994
1996,Chemicals,1378498.99,1156673.77,11.51,2.13,1.72,-0.12,-1.97,4.08,3.67,1185.0,65.15,26.33,0.0,8.52,30.0,0.0,0.0,839976.38,316725.09,4.08,3.67,1185.0,65.15,26.33,0.0,8.52,30.0,0.0,0.0,839976.38,316725.09,547244.6115700001,-221825.21999999997
1996,Consumer goods,865685.64,39233254.04,7.23,72.12,0.74,-8.52,-5.7,6.36,7.39,2982.0,74.38,9.86,4.93,10.83,189.89,0.0,489046.58,32859495.63,6374051.65,6.36,7.39,2982.0,74.38,9.86,4.93,10.83,189.89,0.0,489046.58,32859495.63,6374051.65,24440892.849593997,38367568.4
1996,Food Products,170735.11,302557.5,1.43,0.56,0.88,11.86,24.41,8.91,9.35,491.0,46.84,12.02,2.04,39.1,350.0,0.0,15790.42,255838.62,46718.88,8.91,9.35,491.0,46.84,12.02,2.04,39.1,350.0,0.0,15790.42,255838.62,46718.88,119834.80960800001,131822.39
1996,Footwear,10184.76,7695001.87,0.09,14.15,0.75,0.58,38.1,10.55,16.27,167.0,79.04,3.59,4.79,12.57,68.13,0.0,26929.16,7695001.78,0.0,10.55,16.27,167.0,79.04,3.59,4.79,12.57,68.13,0.0,26929.16,7695001.78,0.0,6082129.406912001,7684817.11
1996,Fuels,67755.66,566264.91,0.57,1.04,0.14,15.84,5.14,1.34,0.02,25.0,8.0,44.0,40.0,8.0,13.77,0.0,438641.49,439004.82,127260.08,1.34,0.02,25.0,8.0,44.0,40.0,8.0,13.77,0.0,438641.49,439004.82,127260.08,35120.3856,498509.25
1996,Hides and Skins,123270.12,2809962.83,1.03,5.17,0.9,1.53,4.3,4.8,9.31,124.0,87.1,11.29,0.0,1.61,20.0,0.0,0.0,2809817.46,145.4,4.8,9.31,124.0,87.1,11.29,0.0,1.61,20.0,0.0,0.0,2809817.46,145.4,2447351.00766,2686692.71
1996,Intermediate goods,3071958.1,3841790.43,25.65,7.06,0.78,4.28,1.33,5.4,3.38,2550.0,70.75,18.55,2.16,8.55,95.13,0.0,42282.03,2189751.0,1651896.64,5.4,3.38,2550.0,70.75,18.55,2.16,8.55,95.13,0.0,42282.03,2189751.0,1651896.64,1549248.8325,769832.3300000001
1996,Mach and Elec,3736993.09,13859550.73,31.2,25.48,0.98,2.13,4.23,3.0,2.88,1160.0,84.48,14.57,0.86,0.09,24.66,0.0,6886.1,12187555.34,1671995.44,3.0,2.88,1160.0,84.48,14.57,0.86,0.09,24.66,0.0,6886.1,12187555.34,1671995.44,10296046.751232,10122557.64
1996,Metals,521566.97,2110780.27,4.35,3.88,0.55,2.06,0.24,3.8,4.16,724.0,82.6,9.25,1.24,6.91,20.94,0.0,64704.96,1981220.44,129559.83,3.8,4.16,724.0,82.6,9.25,1.24,6.91,20.94,0.0,64704.96,1981220.44,129559.83,1636488.08344,1589213.3
1996,Minerals,87785.08,195388.86,0.73,0.36,0.33,5.78,59.17,0.73,1.01,47.0,17.02,53.19,0.0,29.79,4.8,0.0,0.0,141954.11,53434.75,0.73,1.01,47.0,17.02,53.19,0.0,29.79,4.8,0.0,0.0,141954.11,53434.75,24160.589521999995,107603.77999999998
1996,Miscellaneous,889886.0,13761509.98,7.43,25.3,1.41,0.73,1.78,4.04,1.93,796.0,66.46,10.8,19.22,3.52,32.0,0.0,416525.9,6063762.11,7271813.16,4.04,1.93,796.0,66.46,10.8,19.22,3.52,32.0,0.0,416525.9,6063762.11,7271813.16,4029976.298306,12871623.98
1996,Plastic or Rubber,420747.67,2072050.09,3.51,3.81,0.78,6.72,6.92,4.26,4.16,278.0,82.73,14.03,0.0,3.24,14.1,0.0,0.0,2048393.75,23656.31,4.26,4.16,278.0,82.73,14.03,0.0,3.24,14.1,0.0,0.0,2048393.75,23656.31,1694636.149375,1651302.4200000002
1996,Raw materials,2155135.59,1205754.52,17.99,2.22,1.5,3.13,-12.74,2.38,1.81,436.0,25.69,41.97,0.92,31.42,350.0,0.0,441692.15,967318.3,238436.21,2.38,1.81,436.0,25.69,41.97,0.92,31.42,350.0,0.0,441692.15,967318.3,238436.21,248504.07127000001,-949381.0699999998
1996,Stone and Glass,88157.93,1314448.52,0.74,2.42,0.88,5.01,-3.14,4.93,6.38,344.0,77.91,17.44,0.29,4.36,38.0,0.0,45.16,1296749.91,17698.6,4.93,6.38,344.0,77.91,17.44,0.29,4.36,38.0,0.0,45.16,1296749.91,17698.6,1010297.854881,1226290.59
1996,Textiles and Clothing,940893.64,6382752.48,7.86,11.73,0.58,2.7,-8.69,11.23,10.78,1080.0,88.89,3.06,1.39,6.67,40.45,0.0,13305.08,6377259.63,5492.84,11.23,10.78,1080.0,88.89,3.06,1.39,6.67,40.45,0.0,13305.08,6377259.63,5492.84,5668746.085107,5441858.840000001
1996,Transportation,1884248.12,635296.74,15.73,1.17,2.41,-0.14,15.42,3.02,4.24,148.0,70.27,29.73,0.0,0.0,25.0,0.0,0.0,603100.9,32195.83,3.02,4.24,148.0,70.27,29.73,0.0,0.0,25.0,0.0,0.0,603100.9,32195.83,423799.00243,-1248951.3800000001
1996,Vegetable,993113.75,236805.76,8.29,0.44,1.59,-12.9,-31.99,3.41,2.62,327.0,28.75,25.99,0.0,45.26,33.3,0.0,0.0,182970.23,53807.81,3.41,2.62,327.0,28.75,25.99,0.0,45.26,33.3,0.0,0.0,182970.23,53807.81,52603.941125,-756307.99
1996,Wood,488870.57,891873.7,4.08,1.64,1.46,8.67,14.3,2.2,3.65,288.0,62.85,31.94,0.0,5.21,18.0,0.0,0.0,801707.55,90166.15,2.2,3.65,288.0,62.85,31.94,0.0,5.21,18.0,0.0,0.0,801707.55,90166.15,503873.19517500006,403003.12999999995
1997,All Products,12804864.93,65811603.65,100.0,100.0,1.0,1.27,0.45,4.9,5.68,7582.0,75.02,16.29,0.0,8.69,350.0,0.0,0.0,52564491.6,12732955.55,4.9,5.68,7582.0,75.02,16.29,0.0,8.69,350.0,0.0,0.0,52564491.6,12732955.55,39433881.59832,53006738.72
1997,Animal,215761.24,447737.87,1.69,0.68,2.05,-1.93,-5.09,1.25,0.27,103.0,29.13,58.25,0.0,12.62,15.0,0.0,0.0,200403.68,247334.2,1.25,0.27,103.0,29.13,58.25,0.0,12.62,15.0,0.0,0.0,200403.68,247334.2,58377.591984,231976.63
1997,Capital goods,6684851.54,12516338.36,52.21,19.02,1.25,-1.43,0.41,2.67,1.99,1343.0,83.77,15.79,0.0,0.45,30.6,0.0,0.0,10052943.72,2462966.17,2.67,1.99,1343.0,83.77,15.79,0.0,0.45,30.6,0.0,0.0,10052943.72,2462966.17,8421350.954244,5831486.819999999
1997,Chemicals,1579507.91,1347244.5,12.34,2.05,1.7,-0.57,-1.83,3.82,3.39,1262.0,64.98,26.39,0.0,8.64,18.1,0.0,0.0,994862.13,352396.07,3.82,3.39,1262.0,64.98,26.39,0.0,8.64,18.1,0.0,0.0,994862.13,352396.07,646461.412074,-232263.40999999992
1997,Consumer goods,798890.38,46625211.97,6.24,70.85,0.7,-1.61,-5.47,6.17,7.03,3010.0,80.3,10.07,0.0,9.63,238.7,0.0,0.0,38505429.86,8127128.48,6.17,7.03,3010.0,80.3,10.07,0.0,9.63,238.7,0.0,0.0,38505429.86,8127128.48,30919860.177579995,45826321.589999996
1997,Food Products,162955.55,346325.33,1.27,0.53,0.94,3.14,5.72,10.21,9.46,496.0,49.6,13.31,0.0,37.1,350.0,0.0,0.0,263308.8,83016.52,10.21,9.46,496.0,49.6,13.31,0.0,37.1,350.0,0.0,0.0,263308.8,83016.52,130601.1648,183369.78000000003
1997,Footwear,22788.0,8874002.12,0.18,13.48,1.09,-0.19,19.28,10.12,15.88,166.0,86.14,3.61,0.0,10.24,67.65,0.0,0.0,8874001.91,0.0,10.12,15.88,166.0,86.14,3.61,0.0,10.24,67.65,0.0,0.0,8874001.91,0.0,7644065.245274001,8851214.12
1997,Fuels,231904.45,630873.37,1.81,0.96,0.18,22.55,37.48,0.5,0.34,28.0,42.86,50.0,0.0,7.14,13.41,0.0,0.0,482430.92,148442.45,0.5,0.34,28.0,42.86,50.0,0.0,7.14,13.41,0.0,0.0,482430.92,148442.45,206769.89231199998,398968.92
1997,Hides and Skins,144542.26,3162657.2,1.13,4.81,1.01,2.29,7.51,4.45,9.29,132.0,87.12,12.12,0.0,0.76,20.0,0.0,0.0,3162575.15,82.08,4.45,9.29,132.0,87.12,12.12,0.0,0.76,20.0,0.0,0.0,3162575.15,82.08,2755235.4706800003,3018114.9400000004
1997,Intermediate goods,3363155.92,4694440.29,26.26,7.13,0.79,2.05,1.99,5.38,3.56,2753.0,73.41,18.53,0.0,8.06,173.4,0.0,0.0,2839207.52,1855568.08,5.38,3.56,2753.0,73.41,18.53,0.0,8.06,173.4,0.0,0.0,2839207.52,1855568.08,2084262.240432,1331284.37
1997,Mach and Elec,3997045.52,17124560.63,31.22,26.02,1.0,-2.34,-1.75,2.62,2.39,1186.0,84.65,14.67,0.0,0.67,30.6,0.0,0.0,14815327.59,2309232.9,2.62,2.39,1186.0,84.65,14.67,0.0,0.67,30.6,0.0,0.0,14815327.59,2309232.9,12541174.804935,13127515.11
1997,Metals,486578.51,2588234.35,3.8,3.93,0.53,-0.59,-3.3,3.55,3.96,734.0,83.51,9.26,0.0,7.22,23.7,0.0,0.0,2460621.72,127612.63,3.55,3.96,734.0,83.51,9.26,0.0,7.22,23.7,0.0,0.0,2460621.72,127612.63,2054865.1983720004,2101655.84
1997,Minerals,30383.26,325794.59,0.24,0.5,0.15,6.59,-29.27,0.81,1.23,62.0,19.35,58.06,0.0,22.58,5.29,0.0,0.0,250656.47,75138.12,0.81,1.23,62.0,19.35,58.06,0.0,22.58,5.29,0.0,0.0,250656.47,75138.12,48502.026945000005,295411.33
1997,Miscellaneous,999382.62,17107850.48,7.8,26.0,1.34,-0.4,-3.54,3.88,1.77,802.0,84.91,10.97,0.0,4.11,36.5,0.0,0.0,7501087.08,9092607.19,3.88,1.77,802.0,84.91,10.97,0.0,4.11,36.5,0.0,0.0,7501087.08,9092607.19,6369173.039628,16108467.860000001
1997,Plastic or Rubber,451373.23,2373098.09,3.52,3.61,0.72,5.71,0.9,3.96,4.02,297.0,78.79,16.5,0.0,4.71,14.0,0.0,0.0,2340176.29,32921.79,3.96,4.02,297.0,78.79,16.5,0.0,4.71,14.0,0.0,0.0,2340176.29,32921.79,1843824.898891,1921724.8599999999
1997,Raw materials,1722996.13,1454191.1,13.46,2.21,1.34,5.6,-0.97,2.55,1.31,476.0,26.26,44.12,0.0,29.62,350.0,0.0,0.0,1166910.5,287292.82,2.55,1.31,476.0,26.26,44.12,0.0,29.62,350.0,0.0,0.0,1166910.5,287292.82,306430.6973,-268805.0299999998
1997,Stone and Glass,115489.53,1616408.83,0.9,2.46,0.85,3.44,0.79,4.55,5.84,342.0,78.36,17.84,0.0,3.8,38.0,0.0,0.0,1577002.57,39406.26,4.55,5.84,342.0,78.36,17.84,0.0,3.8,38.0,0.0,0.0,1577002.57,39406.26,1235739.213852,1500919.3
1997,Textiles and Clothing,742235.61,7709618.38,5.8,11.71,0.5,1.58,-6.16,11.27,11.03,1156.0,94.29,2.85,0.0,2.85,54.62,0.0,0.0,7707262.07,2356.33,11.27,11.03,1156.0,94.29,2.85,0.0,2.85,54.62,0.0,0.0,7707262.07,2356.33,7267177.405803001,6967382.77
1997,Transportation,2483126.94,833422.48,19.39,1.27,2.94,1.83,11.53,3.09,4.37,172.0,72.09,27.91,0.0,0.0,25.0,0.0,0.0,790076.13,43346.37,3.09,4.37,172.0,72.09,27.91,0.0,0.0,25.0,0.0,0.0,790076.13,43346.37,569565.882117,-1649704.46
1997,Vegetable,662665.92,275133.75,5.18,0.42,2.21,-11.22,3.76,3.72,2.43,335.0,29.25,26.57,0.0,44.18,32.4,0.0,0.0,211888.67,63231.39,3.72,2.43,335.0,29.25,26.57,0.0,44.18,32.4,0.0,0.0,211888.67,63231.39,61977.435975,-387532.17000000004
1997,Wood,479124.37,1048641.68,3.74,1.59,1.35,9.55,4.81,2.05,3.25,309.0,64.08,30.42,0.0,5.5,18.0,0.0,0.0,932810.42,115831.25,2.05,3.25,309.0,64.08,30.42,0.0,5.5,18.0,0.0,0.0,932810.42,115831.25,597744.917136,569517.3099999999
1998,All Products,14257941.63,75094917.64,100.0,100.0,1.0,-0.75,1.77,4.54,4.91,7765.0,71.38,16.82,2.91,8.89,350.0,0.0,1035130.62,57781925.63,16572963.7,4.54,4.91,7765.0,71.38,16.82,2.91,8.89,350.0,0.0,1035130.62,57781925.63,16572963.7,41244738.514694,60836976.01
1998,Animal,171964.3,480381.31,1.21,0.64,1.41,7.53,-8.43,1.29,0.18,101.0,28.71,56.44,0.99,13.86,15.0,0.0,3271.72,228988.9,251392.42,1.29,0.18,101.0,28.71,56.44,0.99,13.86,15.0,0.0,3271.72,228988.9,251392.42,65742.71319000001,308417.01
1998,Capital goods,8397221.88,15505416.7,58.9,20.65,1.25,3.92,6.38,2.02,1.32,1431.0,80.01,18.87,0.7,0.42,34.71,0.0,17144.67,10848946.04,4656345.16,2.02,1.32,1431.0,80.01,18.87,0.7,0.42,34.71,0.0,17144.67,10848946.04,4656345.16,8680241.726604,7108194.819999998
1998,Chemicals,1612087.28,1544719.76,11.31,2.06,1.83,3.44,9.93,3.67,3.0,1261.0,65.27,26.09,0.0,8.64,16.3,0.0,0.0,1124775.52,419991.39,3.67,3.0,1261.0,65.27,26.09,0.0,8.64,16.3,0.0,0.0,1124775.52,419991.39,734140.9819039999,-67367.52000000002
1998,Consumer goods,827603.01,52059345.23,5.8,69.32,0.68,0.09,1.33,5.74,6.28,3048.0,74.38,10.24,4.82,10.56,229.16,0.0,735248.97,42840679.21,9218695.42,5.74,6.28,3048.0,74.38,10.24,4.82,10.56,229.16,0.0,735248.97,42840679.21,9218695.42,31864897.196397997,51231742.22
1998,Food Products,250371.55,331420.93,1.76,0.44,1.61,-12.86,16.96,10.87,9.19,510.0,47.65,12.55,3.53,36.27,350.0,0.0,19850.15,262593.23,68827.7,10.87,9.19,510.0,47.65,12.55,3.53,36.27,350.0,0.0,19850.15,262593.23,68827.7,125125.67409499998,81049.38
1998,Footwear,33189.18,9642845.51,0.23,12.84,1.22,-8.91,-0.95,9.68,14.97,167.0,79.04,3.59,4.79,12.57,65.26,0.0,27512.59,9642845.57,0.0,9.68,14.97,167.0,79.04,3.59,4.79,12.57,65.26,0.0,27512.59,9642845.57,0.0,7621705.1385280015,9609656.33
1998,Fuels,127329.18,443283.32,0.89,0.59,0.22,-18.97,-9.2,1.02,0.0,28.0,10.71,46.43,35.71,7.14,14.01,0.0,231397.55,231723.25,211560.06,1.02,0.0,28.0,10.71,46.43,35.71,7.14,14.01,0.0,231397.55,231723.25,211560.06,24817.560075000005,315954.14
1998,Hides and Skins,166556.21,3127880.67,1.17,4.17,1.31,-4.83,11.07,4.35,9.11,126.0,87.3,11.11,0.0,1.59,20.0,0.0,0.0,3127677.43,203.22,4.35,9.11,126.0,87.3,11.11,0.0,1.59,20.0,0.0,0.0,3127677.43,203.22,2730462.3963900004,2961324.46
1998,Intermediate goods,3582946.51,5590313.95,25.13,7.44,0.83,-0.62,4.62,5.17,2.8,2798.0,71.73,18.16,2.11,8.01,95.8,0.0,45060.73,3174255.55,2416212.23,5.17,2.8,2798.0,71.73,18.16,2.11,8.01,95.8,0.0,45060.73,3174255.55,2416212.23,2276893.506015,2007367.4400000004
1998,Mach and Elec,4472762.5,21144208.71,31.37,28.16,1.05,4.42,9.3,2.05,1.6,1263.0,81.79,17.02,1.03,0.16,34.71,0.0,17051.51,16769790.25,4374418.33,2.05,1.6,1263.0,81.79,17.02,1.03,0.16,34.71,0.0,17051.51,16769790.25,4374418.33,13716011.445475,16671446.21
1998,Metals,468987.88,3275302.5,3.29,4.36,0.46,-0.22,-4.2,3.13,3.42,766.0,81.59,9.66,2.35,6.4,19.94,0.0,167671.65,3072416.7,202885.77,3.13,3.42,766.0,81.59,9.66,2.35,6.4,19.94,0.0,167671.65,3072416.7,202885.77,2506784.7855300005,2806314.62
1998,Minerals,23042.99,395448.28,0.16,0.53,0.12,-2.28,-11.33,0.4,0.39,70.0,15.71,61.43,4.29,18.57,3.6,0.0,1114.97,187516.74,207931.54,0.4,0.39,70.0,15.71,61.43,4.29,18.57,3.6,0.0,1114.97,187516.74,207931.54,29458.879854000003,372405.29000000004
1998,Miscellaneous,986345.42,20141870.16,6.92,26.82,1.46,-6.17,0.4,2.91,1.47,803.0,65.88,12.83,17.68,3.61,32.0,0.0,559146.8,8926869.82,10474972.12,2.91,1.47,803.0,65.88,12.83,17.68,3.61,32.0,0.0,559146.8,8926869.82,10474972.12,5881021.837416,19155524.74
1998,Plastic or Rubber,450000.22,2586282.99,3.16,3.44,0.6,0.51,-6.14,3.9,3.89,298.0,77.18,17.11,0.0,5.7,14.0,0.0,0.0,2552811.96,33471.06,3.9,3.89,298.0,77.18,17.11,0.0,5.7,14.0,0.0,0.0,2552811.96,33471.06,1970260.270728,2136282.7700000005
1998,Raw materials,1200977.88,1199753.01,8.42,1.6,1.1,-11.26,-17.66,2.59,1.52,488.0,25.41,44.26,2.05,28.28,350.0,0.0,237676.26,918044.83,281710.9,2.59,1.52,488.0,25.41,44.26,2.05,28.28,350.0,0.0,237676.26,918044.83,281710.9,233275.19130299997,-1224.869999999879
