Year,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),Tariffs on Imports (US$ Thousand),Trade Deficit (US$ Thousand)
1998,Stone and Glass,118208.4,1817505.92,0.83,2.42,0.93,25.41,34.48,3.99,5.48,361.0,76.73,19.39,0.28,3.6,38.0,0.0,26.78,1784081.18,33424.74,3.99,5.48,361.0,76.73,19.39,0.28,3.6,38.0,0.0,26.78,1784081.18,33424.74,1368925.4894140002,1699297.52
1998,Textiles and Clothing,267355.36,7420109.26,1.88,9.88,0.24,-8.57,-35.12,10.87,10.68,1194.0,89.87,2.93,1.01,6.2,37.13,0.0,8086.89,7419545.2,564.05,10.87,10.68,1194.0,89.87,2.93,1.01,6.2,37.13,0.0,8086.89,7419545.2,564.05,6667945.271240001,7152753.899999999
1998,Transportation,3754387.88,1059946.96,26.33,1.41,2.55,0.4,-4.01,2.37,4.22,175.0,71.43,28.57,0.0,0.0,25.0,0.0,0.0,987908.41,72038.54,2.37,4.22,175.0,71.43,28.57,0.0,0.0,25.0,0.0,0.0,987908.41,72038.54,705662.9772630001,-2694440.92
1998,Vegetable,748666.5,329180.57,5.25,0.44,1.86,-0.05,-6.07,3.61,2.19,333.0,30.03,26.73,0.0,43.24,139.5,0.0,0.0,267529.3,61604.12,3.61,2.19,333.0,30.03,26.73,0.0,43.24,139.5,0.0,0.0,267529.3,61604.12,80339.04879,-419485.93
1998,Wood,606686.77,1354530.81,4.26,1.8,1.18,0.16,-3.97,1.81,2.83,309.0,64.72,30.1,0.0,5.18,18.0,0.0,0.0,1194852.17,159678.64,1.81,2.83,309.0,64.72,30.1,0.0,5.18,18.0,0.0,0.0,1194852.17,159678.64,773308.324424,747844.04
1999,All Products,13117665.53,87775113.56,100.0,100.0,1.0,8.7,7.43,4.23,4.43,7982.0,61.1,28.29,2.51,8.11,350.0,0.0,864330.5,53720566.52,33127167.19,4.23,4.43,7982.0,61.1,28.29,2.51,8.11,350.0,0.0,864330.5,53720566.52,33127167.19,32823266.14372,74657448.03
1999,Animal,206134.89,556285.91,1.57,0.63,2.05,27.83,51.99,0.96,0.19,103.0,24.27,67.96,0.97,6.8,7.93,0.0,4325.03,69516.91,486768.99,0.96,0.19,103.0,24.27,67.96,0.97,6.8,7.93,0.0,4325.03,69516.91,486768.99,16871.754057000002,350151.02
1999,Capital goods,7378544.91,19824918.97,56.25,22.59,1.26,10.57,9.76,1.6,0.93,1441.0,53.85,45.11,0.62,0.42,40.33,0.0,19948.38,8758101.97,11065441.18,1.6,0.93,1441.0,53.85,45.11,0.62,0.42,40.33,0.0,19948.38,8758101.97,11065441.18,4716237.910845,12446374.059999999
1999,Chemicals,1665240.64,1838272.44,12.69,2.09,1.66,12.62,6.02,3.45,2.64,1323.0,62.36,29.33,0.0,8.31,14.5,0.0,0.0,1047726.41,791147.85,3.45,2.64,1323.0,62.36,29.33,0.0,8.31,14.5,0.0,0.0,1047726.41,791147.85,653362.189276,173031.80000000005
1999,Consumer goods,877603.57,59535346.39,6.69,67.83,0.75,9.74,14.13,5.41,5.86,3081.0,64.39,21.81,4.19,9.61,241.49,0.0,681757.9,41333525.85,18248908.08,5.41,5.86,3081.0,64.39,21.81,4.19,9.61,241.49,0.0,681757.9,41333525.85,18248908.08,26614657.294815004,58657742.82
1999,Food Products,100961.93,376539.72,0.77,0.43,1.38,-18.73,-25.46,10.41,7.68,516.0,43.6,15.5,4.07,36.82,350.0,0.0,26704.35,274427.26,102112.46,10.41,7.68,516.0,43.6,15.5,4.07,36.82,350.0,0.0,26704.35,274427.26,102112.46,119650.28536000001,275577.79
1999,Footwear,43713.93,10354414.91,0.33,11.8,1.65,0.36,15.3,8.82,15.09,168.0,65.48,20.24,2.38,11.9,62.67,0.0,31502.84,9938383.85,416031.08,8.82,15.09,168.0,65.48,20.24,2.38,11.9,62.67,0.0,31502.84,9938383.85,416031.08,6507653.74498,10310700.98
1999,Fuels,122552.99,281221.19,0.93,0.32,0.18,14.67,2.69,3.61,9.62,28.0,7.14,50.0,35.71,7.14,110.49,0.0,127117.64,127122.69,154098.5,3.61,9.62,28.0,7.14,50.0,35.71,7.14,110.49,0.0,127117.64,127122.69,154098.5,9076.560065999998,158668.2
1999,Hides and Skins,132762.23,3262319.26,1.01,3.72,1.34,1.71,1.62,4.19,8.85,129.0,82.95,16.28,0.0,0.78,20.0,0.0,0.0,3249949.55,12369.75,4.19,8.85,129.0,82.95,16.28,0.0,0.78,20.0,0.0,0.0,3249949.55,12369.75,2695833.151725,3129557.03
1999,Intermediate goods,3375671.65,6328231.04,25.73,7.21,0.78,4.78,0.53,4.93,2.5,2956.0,67.86,23.11,1.93,7.1,100.37,0.0,74888.47,3181435.53,3148337.25,4.93,2.5,2956.0,67.86,23.11,1.93,7.1,100.37,0.0,74888.47,3181435.53,3148337.25,2158922.150658,2952559.39
1999,Mach and Elec,4557116.26,26464744.19,34.74,30.15,1.08,11.22,11.71,1.59,1.18,1267.0,55.01,44.59,0.32,0.08,40.33,0.0,6937.73,13023382.64,13441361.39,1.59,1.18,1267.0,55.01,44.59,0.32,0.08,40.33,0.0,6937.73,13023382.64,13441361.39,7164162.790264001,21907627.93
1999,Metals,557023.76,4086379.72,4.25,4.66,0.45,10.03,7.37,2.7,3.04,804.0,73.38,20.52,1.49,4.6,19.69,0.0,219413.65,3542258.94,544120.79,2.7,3.04,804.0,73.38,20.52,1.49,4.6,19.69,0.0,219413.65,3542258.94,544120.79,2599309.610172,3529355.96
1999,Minerals,50884.85,336025.12,0.39,0.38,0.18,2.0,24.38,0.25,0.11,68.0,7.35,89.71,1.47,1.47,3.0,0.0,3.02,35156.81,300868.31,0.25,0.11,68.0,7.35,89.71,1.47,1.47,3.0,0.0,3.02,35156.81,300868.31,2584.0255349999998,285140.27
1999,Miscellaneous,1109449.6,23613791.24,8.46,26.9,1.52,19.17,20.07,2.37,1.31,822.0,43.31,37.23,16.55,2.92,32.0,0.0,441897.83,6846427.84,15839983.67,2.37,1.31,822.0,43.31,37.23,16.55,2.92,32.0,0.0,441897.83,6846427.84,15839983.67,2965187.897504,22504341.639999997
1999,Plastic or Rubber,547757.5,3175904.12,4.18,3.62,0.68,6.3,12.11,3.83,3.86,300.0,77.67,21.67,0.0,0.67,14.0,0.0,0.0,3073876.21,102027.86,3.83,3.86,300.0,77.67,21.67,0.0,0.67,14.0,0.0,0.0,3073876.21,102027.86,2387479.652307,2628146.62
1999,Raw materials,1219409.94,1111983.85,9.3,1.27,1.05,12.23,8.46,2.25,1.31,504.0,22.02,50.2,0.99,26.79,350.0,0.0,87735.75,447503.16,664480.68,2.25,1.31,504.0,22.02,50.2,0.99,26.79,350.0,0.0,87735.75,447503.16,664480.68,98540.195832,-107426.08999999985
1999,Stone and Glass,137322.96,2303359.66,1.05,2.62,0.67,-7.88,-22.79,3.57,4.95,354.0,63.84,34.46,0.0,1.69,38.0,0.0,0.0,1805242.95,498116.7,3.57,4.95,354.0,63.84,34.46,0.0,1.69,38.0,0.0,0.0,1805242.95,498116.7,1152467.0992800002,2166036.7
1999,Textiles and Clothing,174789.34,7782403.16,1.33,8.87,0.15,-1.64,-23.41,10.58,10.3,1265.0,88.3,3.79,0.87,7.04,35.4,0.0,6428.4,7718486.44,63916.78,10.58,10.3,1265.0,88.3,3.79,0.87,7.04,35.4,0.0,6428.4,7718486.44,63916.78,6815423.526520001,7607613.82
1999,Transportation,2539609.84,1289802.14,19.36,1.47,2.43,3.62,-0.08,2.4,4.43,174.0,50.57,49.43,0.0,0.0,25.0,0.0,0.0,1203893.71,85908.43,2.4,4.43,174.0,50.57,49.43,0.0,0.0,25.0,0.0,0.0,1203893.71,85908.43,608809.0491470001,-1249807.7
1999,Vegetable,529029.56,341000.74,4.03,0.39,1.82,1.38,-0.77,3.22,2.35,340.0,29.71,26.47,0.0,43.82,30.7,0.0,0.0,278793.62,61605.3,3.22,2.35,340.0,29.71,26.47,0.0,43.82,30.7,0.0,0.0,278793.62,61605.3,82829.58450200001,-188028.82000000007
1999,Wood,643315.27,1712650.03,4.9,1.95,1.07,12.64,5.71,1.43,2.43,321.0,52.96,44.55,0.0,2.49,18.0,0.0,0.0,1485920.68,226729.35,1.43,2.43,321.0,52.96,44.55,0.0,2.49,18.0,0.0,0.0,1485920.68,226729.35,786943.5921279999,1069334.76
2000,All Products,16184679.3,100012902.71,100.0,100.0,1.0,16.55,7.15,4.24,4.11,8202.0,59.4,30.5,2.04,8.06,350.0,0.0,1501148.82,62928834.48,43538381.04,4.24,4.11,8202.0,59.4,30.5,2.04,8.06,350.0,0.0,1501148.82,62928834.48,43538381.04,37379727.68111999,83828223.41
2000,Animal,259486.57,745600.31,1.6,0.75,2.55,14.96,17.88,1.1,0.18,109.0,24.77,67.89,0.92,6.42,15.0,0.0,4034.36,83114.32,708904.0,1.1,0.18,109.0,24.77,67.89,0.92,6.42,15.0,0.0,4034.36,83114.32,708904.0,20587.417064,486113.74000000005
2000,Capital goods,8304745.37,26136596.7,51.31,26.13,1.27,15.75,6.7,1.48,0.79,1489.0,44.33,54.8,0.27,0.6,25.0,0.0,19163.62,10335499.23,17008951.99,1.48,0.79,1489.0,44.33,54.8,0.27,0.6,25.0,0.0,19163.62,10335499.23,17008951.99,4581726.808659,17831851.33
2000,Chemicals,1079078.39,1861282.43,6.67,1.86,1.42,13.38,-3.64,3.39,2.63,1373.0,62.93,28.7,0.0,8.38,14.32,0.0,0.0,1220926.96,799289.7,3.39,2.63,1373.0,62.93,28.7,0.0,8.38,14.32,0.0,0.0,1220926.96,799289.7,768329.3359279999,782204.04
2000,Consumer goods,1325146.86,64141852.76,8.19,64.13,0.73,22.41,10.64,5.29,5.55,3127.0,64.02,22.77,3.81,9.4,247.47,0.0,943810.83,47858993.09,21810579.77,5.29,5.55,3127.0,64.02,22.77,3.81,9.4,247.47,0.0,943810.83,47858993.09,21810579.77,30639327.376218002,62816705.9
2000,Food Products,178927.8,370414.03,1.11,0.37,1.37,18.66,8.65,10.54,9.8,529.0,44.05,18.53,3.4,34.03,350.0,0.0,23148.39,337528.43,85498.55,10.54,9.8,529.0,44.05,18.53,3.4,34.03,350.0,0.0,23148.39,337528.43,85498.55,148681.27341499997,191486.23000000004
2000,Footwear,46539.71,10654506.41,0.29,10.65,1.74,3.81,-2.15,8.8,14.77,168.0,65.48,20.24,1.79,12.5,61.43,0.0,35026.73,10816921.57,523052.71,8.8,14.77,168.0,65.48,20.24,1.79,12.5,61.43,0.0,35026.73,10816921.57,523052.71,7082920.244036001,10607966.7
2000,Fuels,60594.22,732385.66,0.37,0.73,0.05,52.18,-26.38,1.08,5.16,27.0,7.41,51.85,37.04,3.7,32.49,0.0,559748.56,559748.56,246285.59,1.08,5.16,27.0,7.41,51.85,37.04,3.7,32.49,0.0,559748.56,559748.56,246285.59,41477.368296,671791.4400000001
2000,Hides and Skins,285680.91,3915300.68,1.77,3.91,1.17,12.58,-2.97,3.78,8.28,137.0,79.56,19.71,0.0,0.73,20.0,0.0,0.0,4163709.86,20361.79,3.78,8.28,137.0,79.56,19.71,0.0,0.73,20.0,0.0,0.0,4163709.86,20361.79,3312647.564616,3629619.77
2000,Intermediate goods,3233539.85,7023412.27,19.98,7.02,0.74,11.13,-0.61,5.21,3.51,3080.0,68.08,22.69,1.27,7.95,350.0,0.0,95138.13,3909747.78,3815256.07,5.21,3.51,3080.0,68.08,22.69,1.27,7.95,350.0,0.0,95138.13,3909747.78,3815256.07,2661756.288624,3789872.4199999995
2000,Mach and Elec,6192191.98,32934569.32,38.26,32.93,1.09,16.21,7.15,1.44,0.99,1307.0,44.45,55.16,0.31,0.08,21.21,0.0,7952.63,14436755.72,20113131.76,1.44,0.99,1307.0,44.45,55.16,0.31,0.08,21.21,0.0,7952.63,14436755.72,20113131.76,6417137.917540001,26742377.34
2000,Metals,1058799.29,4713035.13,6.54,4.71,0.56,16.86,19.55,2.61,2.85,819.0,73.99,19.66,2.56,3.79,18.63,0.0,402401.36,4505054.97,687921.53,2.61,2.85,819.0,73.99,19.66,2.56,3.79,18.63,0.0,402401.36,4505054.97,687921.53,3333290.172303,3654235.84
2000,Minerals,94493.79,312187.58,0.58,0.31,0.21,20.43,22.41,0.34,0.22,71.0,9.86,87.32,1.41,1.41,3.0,0.0,3551.75,90974.81,314770.34,0.34,0.22,71.0,9.86,87.32,1.41,1.41,3.0,0.0,3551.75,90974.81,314770.34,8970.116265999999,217693.79000000004
2000,Miscellaneous,955301.56,24279073.78,5.9,24.28,1.53,15.95,7.07,3.76,1.64,817.0,41.0,40.15,12.24,6.61,330.44,0.0,460482.79,8096480.84,18670281.94,3.76,1.64,817.0,41.0,40.15,12.24,6.61,330.44,0.0,460482.79,8096480.84,18670281.94,3319557.1443999996,23323772.220000003
2000,Plastic or Rubber,776800.54,3383884.82,4.8,3.38,0.76,11.85,8.16,3.74,3.86,319.0,77.12,22.26,0.0,0.63,14.0,0.0,0.0,3670222.62,103585.27,3.74,3.86,319.0,77.12,22.26,0.0,0.63,14.0,0.0,0.0,3670222.62,103585.27,2830475.684544,2607084.28
2000,Raw materials,2483821.28,1574956.45,15.35,1.57,1.04,42.98,30.99,1.91,1.25,506.0,22.33,54.35,0.99,22.33,350.0,0.0,443036.24,824594.38,903593.21,1.91,1.25,506.0,22.33,54.35,0.99,22.33,350.0,0.0,443036.24,824594.38,903593.21,184131.92505399996,-908864.8299999998
2000,Stone and Glass,238519.2,2648491.05,1.47,2.65,0.83,17.67,20.8,3.44,4.86,370.0,62.43,35.95,0.0,1.62,38.0,0.0,0.0,2275564.03,700787.64,3.44,4.86,370.0,62.43,35.95,0.0,1.62,38.0,0.0,0.0,2275564.03,700787.64,1420634.6239289998,2409971.8499999996
2000,Textiles and Clothing,250548.87,8022814.1,1.55,8.02,0.19,9.07,12.5,10.26,10.02,1292.0,88.78,3.95,0.7,6.58,33.4,0.0,4802.25,8393369.32,57170.24,10.26,10.02,1292.0,88.78,3.95,0.7,6.58,33.4,0.0,4802.25,8393369.32,57170.24,7451633.282296001,7772265.2299999995
2000,Transportation,1896314.95,2062279.15,11.72,2.06,2.62,3.07,-1.63,2.49,3.9,185.0,51.35,48.65,0.0,0.0,25.0,0.0,0.0,2150284.59,116118.37,2.49,3.9,185.0,51.35,48.65,0.0,0.0,25.0,0.0,0.0,2150284.59,116118.37,1104171.136965,165964.19999999995
2000,Vegetable,1168278.75,277497.3,7.22,0.28,2.59,15.41,26.55,2.89,2.02,349.0,29.8,27.79,0.0,42.41,40.68,0.0,0.0,254532.99,53758.62,2.89,2.02,349.0,29.8,27.79,0.0,42.41,40.68,0.0,0.0,254532.99,53758.62,75850.83102,-890781.45
2000,Wood,812979.87,1963521.18,5.02,1.96,1.3,9.83,11.41,1.31,2.18,330.0,53.03,44.55,0.0,2.42,18.0,0.0,0.0,1873644.89,337462.99,1.31,2.18,330.0,53.03,44.55,0.0,2.42,18.0,0.0,0.0,1873644.89,337462.99,993593.8851669999,1150541.31
2001,All Products,19181936.06,102267288.93,100.0,100.0,1.0,4.02,8.25,4.14,4.16,8324.0,59.38,30.31,2.03,8.28,350.0,0.0,1196878.29,63610795.6,44540010.21,4.14,4.16,8324.0,59.38,30.31,2.03,8.28,350.0,0.0,1196878.29,63610795.6,44540010.21,37772090.42728,83085352.87
2001,Animal,248197.69,752543.93,1.29,0.74,2.42,1.7,3.21,1.38,0.24,156.0,37.18,48.08,0.64,14.1,66.31,0.0,3778.0,99387.1,698131.98,1.38,0.24,156.0,37.18,48.08,0.64,14.1,66.31,0.0,3778.0,99387.1,698131.98,36952.12378,504346.24000000005
2001,Capital goods,10734013.31,26274130.72,55.96,25.69,1.27,8.34,12.8,1.43,0.73,1498.0,44.19,54.94,0.27,0.6,25.0,0.0,23081.39,9371008.65,17956317.73,1.43,0.73,1498.0,44.19,54.94,0.27,0.6,25.0,0.0,23081.39,9371008.65,17956317.73,4141048.722435,15540117.409999998
2001,Chemicals,1086830.92,1962897.27,5.67,1.92,1.17,2.7,-2.74,3.26,2.65,1382.0,62.88,28.87,0.0,8.25,11.46,0.0,0.0,1346126.04,787429.24,3.26,2.65,1382.0,62.88,28.87,0.0,8.25,11.46,0.0,0.0,1346126.04,787429.24,846444.0539520001,876066.3500000001
2001,Consumer goods,1549218.66,66432294.34,8.08,64.96,0.76,3.3,9.75,5.23,5.48,3206.0,64.0,22.43,3.74,9.83,248.87,0.0,951155.69,49712355.2,21977435.13,5.23,5.48,3206.0,64.0,22.43,3.74,9.83,248.87,0.0,951155.69,49712355.2,21977435.13,31815907.328,64883075.68000001
2001,Food Products,223491.57,461755.6,1.17,0.45,1.39,2.0,6.62,9.76,8.5,545.0,44.59,18.72,3.12,33.58,350.0,0.0,28156.96,417758.43,97616.93,9.76,8.5,545.0,44.59,18.72,3.12,33.58,350.0,0.0,28156.96,417758.43,97616.93,186278.483937,238264.02999999997
2001,Footwear,52601.59,11288612.05,0.27,11.04,1.32,2.49,-6.92,8.79,14.25,168.0,65.48,20.24,1.79,12.5,60.47,0.0,32845.62,11347680.53,595449.26,8.79,14.25,168.0,65.48,20.24,1.79,12.5,60.47,0.0,32845.62,11347680.53,595449.26,7430461.211044,11236010.46
2001,Fuels,92710.93,384594.62,0.48,0.38,0.05,-7.97,-0.22,1.3,4.96,35.0,5.71,54.29,28.57,11.43,24.04,0.0,252342.42,252641.03,178698.61,1.3,4.96,35.0,5.71,54.29,28.57,11.43,24.04,0.0,252342.42,252641.03,178698.61,14425.802813,291883.69
2001,Hides and Skins,447892.37,4005105.05,2.34,3.92,1.34,3.91,15.6,3.92,8.08,135.0,80.74,18.52,0.0,0.74,20.0,0.0,0.0,4233806.33,20821.18,3.92,8.08,135.0,80.74,18.52,0.0,0.74,20.0,0.0,0.0,4233806.33,20821.18,3418375.2308419994,3557212.6799999997
2001,Intermediate goods,3283756.89,7041735.76,17.12,6.89,0.68,1.05,0.31,5.0,4.72,3098.0,68.24,22.95,1.23,7.59,306.94,0.0,74378.64,3983373.03,3720477.09,5.0,4.72,3098.0,68.24,22.95,1.23,7.59,306.94,0.0,74378.64,3983373.03,3720477.09,2718253.7556719994,3757978.8699999996
2001,Mach and Elec,7485379.7,33448031.31,39.02,32.71,1.1,6.39,11.2,1.44,1.0,1310.0,44.58,55.04,0.31,0.08,15.93,0.0,9995.04,14177890.04,20718409.61,1.44,1.0,1310.0,44.58,55.04,0.31,0.08,15.93,0.0,9995.04,14177890.04,20718409.61,6320503.379832,25962651.61
2001,Metals,1266150.28,4966127.96,6.6,4.86,0.53,3.11,4.32,2.41,2.79,828.0,74.03,19.69,2.54,3.74,18.59,0.0,392696.04,4645793.59,787917.76,2.41,2.79,828.0,74.03,19.69,2.54,3.74,18.59,0.0,392696.04,4645793.59,787917.76,3439280.9946769997,3699977.6799999997
2001,Minerals,90786.84,309006.74,0.47,0.3,0.15,13.61,-0.6,0.3,0.27,75.0,8.0,86.67,4.0,1.33,3.0,0.0,9483.49,102436.67,297923.07,0.3,0.27,75.0,8.0,86.67,4.0,1.33,3.0,0.0,9483.49,102436.67,297923.07,8194.9336,218219.9
2001,Miscellaneous,1398453.68,24426726.48,7.29,23.89,1.75,10.81,23.31,3.85,1.96,820.0,40.98,40.0,12.56,6.46,306.94,0.0,466065.72,7894657.16,18846414.87,3.85,1.96,820.0,40.98,40.0,12.56,6.46,306.94,0.0,466065.72,7894657.16,18846414.87,3235230.5041679996,23028272.8
2001,Plastic or Rubber,922715.51,3723677.1,4.81,3.64,0.72,2.91,4.26,3.77,3.83,322.0,77.33,21.74,0.0,0.93,14.0,0.0,0.0,3986674.08,110015.39,3.77,3.83,322.0,77.33,21.74,0.0,0.93,14.0,0.0,0.0,3986674.08,110015.39,3082895.066064,2800961.59
2001,Raw materials,2986163.19,1302278.31,15.57,1.27,1.08,-0.81,5.18,2.19,0.85,522.0,22.03,51.72,1.34,24.9,350.0,0.0,148262.57,544058.71,885780.25,2.19,0.85,522.0,22.03,51.72,1.34,24.9,350.0,0.0,148262.57,544058.71,885780.25,119856.13381300001,-1683884.88
2001,Stone and Glass,213311.7,2909689.43,1.11,2.85,0.74,1.17,-0.55,3.48,4.97,368.0,63.04,35.33,0.0,1.63,38.0,0.0,0.0,2561505.84,685759.12,3.48,4.97,368.0,63.04,35.33,0.0,1.63,38.0,0.0,0.0,2561505.84,685759.12,1614773.2815359998,2696377.73
2001,Textiles and Clothing,297856.38,8271971.48,1.55,8.09,0.2,-0.93,6.13,10.08,9.78,1310.0,88.09,3.82,0.53,7.56,32.8,0.0,1515.0,8638137.21,39682.72,10.08,9.78,1310.0,88.09,3.82,0.53,7.56,32.8,0.0,1515.0,8638137.21,39682.72,7609335.068289001,7974115.100000001
2001,Transportation,2719217.5,1703325.76,14.18,1.67,2.14,25.33,17.93,2.14,3.81,185.0,50.27,49.73,0.0,0.0,25.0,0.0,0.0,1645678.86,228798.47,2.14,3.81,185.0,50.27,49.73,0.0,0.0,25.0,0.0,0.0,1645678.86,228798.47,827282.7629220001,-1015891.74
2001,Vegetable,1138470.82,279499.46,5.94,0.27,2.28,1.53,-1.02,3.24,2.19,346.0,31.21,27.75,0.0,41.04,46.53,0.0,0.0,254612.15,55026.32,3.24,2.19,346.0,31.21,27.75,0.0,41.04,46.53,0.0,0.0,254612.15,55026.32,79464.45201499999,-858971.3600000001
2001,Wood,869635.66,2156963.44,4.53,2.11,1.16,-2.14,-3.69,1.09,2.04,339.0,52.21,45.43,0.0,2.36,18.0,0.0,0.0,2006010.54,391915.68,1.09,2.04,339.0,52.21,45.43,0.0,2.36,18.0,0.0,0.0,2006010.54,391915.68,1047338.1029340001,1287327.7799999998
2002,All Products,22127509.05,133510392.72,100.0,100.0,1.0,10.09,1.97,4.07,3.86,8794.0,59.78,30.46,2.08,7.68,350.0,0.0,1398042.52,74780769.34,57286943.54,4.07,3.86,8794.0,59.78,30.46,2.08,7.68,350.0,0.0,1398042.52,74780769.34,57286943.54,44703943.911452,111382883.67
2002,Animal,273692.55,962184.8,1.24,0.72,3.05,7.24,11.39,1.77,0.16,121.0,24.79,66.12,0.83,8.26,173.28,0.0,3843.08,93551.84,868273.62,1.77,0.16,121.0,24.79,66.12,0.83,8.26,173.28,0.0,3843.08,93551.84,868273.62,23191.501136,688492.25
2002,Capital goods,12255375.47,37195491.04,55.39,27.86,1.14,13.83,-0.09,1.48,0.65,1533.0,43.31,55.77,0.59,0.33,25.0,0.0,29231.37,11783809.98,25383740.17,1.48,0.65,1533.0,43.31,55.77,0.59,0.33,25.0,0.0,29231.37,11783809.98,25383740.17,5103568.102338001,24940115.57
2002,Chemicals,1467887.51,2467904.63,6.63,1.85,1.48,12.97,17.47,3.14,2.46,1461.0,63.31,28.88,0.0,7.8,10.2,0.0,0.0,1469819.32,997705.16,3.14,2.46,1461.0,63.31,28.88,0.0,7.8,10.2,0.0,0.0,1469819.32,997705.16,930542.611492,1000017.1199999999
2002,Consumer goods,1772241.14,84379546.81,8.01,63.2,0.86,9.89,8.42,5.1,5.13,3239.0,63.79,23.19,3.98,9.05,246.47,0.0,984579.39,57801716.35,26566898.97,5.1,5.13,3239.0,63.79,23.19,3.98,9.05,246.47,0.0,984579.39,57801716.35,26566898.97,36871714.859665,82607305.67
2002,Food Products,240203.14,706600.06,1.09,0.53,1.51,2.52,-0.71,8.44,8.06,538.0,45.35,18.59,3.9,32.16,350.0,0.0,49170.78,597151.86,109465.99,8.44,8.06,538.0,45.35,18.59,3.9,32.16,350.0,0.0,49170.78,597151.86,109465.99,270808.36851,466396.92000000004
2002,Footwear,40386.93,12655824.05,0.18,9.48,1.26,-3.53,-12.79,8.74,13.56,168.0,65.48,20.24,3.57,10.71,60.08,0.0,97281.47,12041269.02,613802.57,8.74,13.56,168.0,65.48,20.24,3.57,10.71,60.08,0.0,97281.47,12041269.02,613802.57,7884622.954296,12615437.120000001
2002,Fuels,94806.68,458515.53,0.43,0.34,0.08,5.03,19.56,1.3,1.17,41.0,7.32,48.78,34.15,9.76,18.16,0.0,235621.37,236574.72,220616.59,1.3,1.17,41.0,7.32,48.78,34.15,9.76,18.16,0.0,235621.37,236574.72,220616.59,17317.269504,363708.85000000003
2002,Hides and Skins,455905.79,4907414.6,2.06,3.68,1.54,1.44,0.81,3.71,8.08,212.0,79.72,19.81,0.0,0.47,20.0,0.0,0.0,4874324.31,24712.11,3.71,8.08,212.0,79.72,19.81,0.0,0.47,20.0,0.0,0.0,4874324.31,24712.11,3885811.339932,4451508.81
2002,Intermediate goods,3934313.47,8866735.46,17.78,6.64,0.77,8.18,6.95,4.77,5.84,3377.0,68.55,22.92,1.21,7.31,199.26,0.0,187446.41,4563905.74,4276325.43,4.77,5.84,3377.0,68.55,22.92,1.21,7.31,199.26,0.0,187446.41,4563905.74,4276325.43,3128557.3847700004,4932421.99
2002,Mach and Elec,8046005.67,46487922.98,36.36,34.82,0.97,14.04,-0.9,1.44,0.93,1360.0,43.97,55.66,0.29,0.07,15.0,0.0,11254.42,17825748.05,28652235.16,1.44,0.93,1360.0,43.97,55.66,0.29,0.07,15.0,0.0,11254.42,17825748.05,28652235.16,7837981.417585,38441917.309999995
2002,Metals,1382540.28,6575391.5,6.25,4.92,0.52,9.52,0.66,2.27,2.68,822.0,73.72,20.56,3.41,2.31,16.39,0.0,445018.28,5570043.21,1003835.34,2.27,2.68,822.0,73.72,20.56,3.41,2.31,16.39,0.0,445018.28,5570043.21,1003835.34,4106235.8544119997,5192851.22
2002,Minerals,79268.11,318085.39,0.36,0.24,0.19,1.98,6.48,0.43,0.26,77.0,9.09,85.71,1.3,3.9,9.42,0.0,1372.99,66283.09,251827.56,0.43,0.26,77.0,9.09,85.71,1.3,3.9,9.42,0.0,1372.99,66283.09,251827.56,6025.1328809999995,238817.28000000003
2002,Miscellaneous,1396762.6,31878636.41,6.31,23.88,1.39,13.39,-6.26,4.05,2.22,830.0,40.6,40.48,11.33,7.59,199.26,0.0,514042.31,9080700.36,22795186.78,4.05,2.22,830.0,40.6,40.48,11.33,7.59,199.26,0.0,514042.31,9080700.36,22795186.78,3686764.34616,30481873.81
2002,Plastic or Rubber,1082655.36,4893936.1,4.89,3.67,0.77,7.01,2.55,3.63,3.77,343.0,77.55,21.87,0.0,0.58,14.0,0.0,0.0,4786084.64,108365.62,3.63,3.77,343.0,77.55,21.87,0.0,0.58,14.0,0.0,0.0,4786084.64,108365.62,3711608.6383199994,3811280.7399999993
2002,Raw materials,3260907.9,1654664.5,14.74,1.24,1.17,2.5,-1.51,2.05,0.85,547.0,23.95,51.55,0.73,23.77,350.0,0.0,196785.35,582152.4,1056174.51,2.05,0.85,547.0,23.95,51.55,0.73,23.77,350.0,0.0,196785.35,582152.4,1056174.51,139425.4998,-1606243.4
